#INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Study name,Nassy - Pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Respondent Name,10.09,Id: cfb1a044-2180-404f-a93f-8259b9154647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Respondent Age,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Respondent Gender,FEMALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Respondent Group,Pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#iMotions version,8.2.22306.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Current culture,en-CH English (Switzerland),File encoding: System.Text.UTF8Encoding,Date format: dd/MM/yyyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Recording time,Date: 10/12/2020,Time: 14:13:57.450 +01:00,Unix time: 1607606037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Export time,Date: 20/01/2021,Time: 14:54:08.374 +01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Sensor info,External Events API (v0), Source Id: , Sample Id: , Event source version: 0, Latency: 0 milliseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Sensor info,External Events API iTrace TrackFilePosition (v1), Source Id: iTrace, Sample Id: TrackFilePosition, Event source version: 1, Latency: 0 milliseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Sensor info,Eyetracker Tobii X3 @120Hz, Latency: 0 milliseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#METADATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Device,,SlideEvents,SlideEvents,SlideEvents,SlideEvents,SlideEvents,SlideEvents,External Events API (v0),External Events API (v0),External Events API (v0),External Events API (v0),External Events API (v0),External Events API iTrace TrackFilePosition (v1),External Events API iTrace TrackFilePosition (v1),External Events API iTrace TrackFilePosition (v1),External Events API iTrace TrackFilePosition (v1),Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz,Eyetracker Tobii X3 @120Hz
#Category,Timestamp,Event Source,Slideshow,Slideshow,Slideshow,Slideshow,Slideshow,Event Source,iMotions Event API,iMotions Event API,iMotions Event API,iMotions Event API,Event Source,iMotions Event API,iMotions Event API,iMotions Event API,Event Source,ET(Gaze 2D),ET(Gaze 2D),ET(Gaze 2D),ET(Gaze 2D),ET(Pupillometry data),ET(Pupillometry data),ET(Other),ET(Distance),ET(Distance),ET(Capture),ET(Capture),ET(Capture),ET(Capture),ET(Validity),ET(Validity)
#Description,iMotions synchronization timestamp. Relative to data recording start,Can be used to filter data from: SlideEvents,Slide & Media events: Start/Stop,Type of stimulus,Stimulus duration fx video length,Reason slide was changed,Name of stimulus,Can be used to filter data from: External Events API (v0),,,,,Can be used to filter data from: External Events API iTrace TrackFilePosition (v1),,,,Can be used to filter data from: Eyetracker Tobii X3 @120Hz,X-coordinate of the  gaze point (2D) of the left eye (i.e. relative to the upper-left corner of the computer screen),Y-coordinate of the  gaze point (2D) of the left eye (i.e. relative to the upper-left corner of the computer screen),X-coordinate of the gaze point (2D) of the right eye (i.e. relative to the upper-left corner of the computer screen),Y-coordinate of the gaze point (2D) of the right eye (i.e. relative to the upper-left corner of the computer screen),Pupil diameter of the left eye ,Pupil diameter of the right eye ,,Estimated distance between the eye-tracker and the left eye,Estimated distance between the eye-tracker and the right eye,X-coordinate of the left eye (i.e. relative to the upper-left corner of the eye-tracker's capture box),Y-coordinate of the left eye (i.e. relative to the upper-left corner of the eye-tracker's capture box),X-coordinate of the right eye (i.e. relative to the upper-left corner of the eye-tracker's capture box),Y-coordinate of the right eye (i.e. relative to the upper-left corner of the eye-tracker's capture box),,
#Unit,Millisecond,,,,Millisecond,,,,,,,,,,,,,Pixel,Pixel,Pixel,Pixel,Millimeter,Millimeter,Millisecond,Millimeter,Millimeter,Millimeter,Millimeter,Millimeter,Millimeter,Index,Index
#Display name,,,,,,,,,,,,,,,,,,Gaze left x,Gaze left y,Gaze right x,Gaze right y,Left pupil,Right pupil,Eye-tracker timestamp,Distance left eye,Distance right eye,Camera left x,Camera left y,Camera right x,Camera right y,Validity left,Validity right
#Short unit,ms,,,,ms,,,,,,,,,,,,,px,px,px,px,mm,mm,ms,mm,mm,mm,mm,mm,mm,,
#Group,,Event Source,,,,,,Event Source,Other,Other,Other,Other,Event Source,Other,Other,Other,Event Source,Gaze 2D,Gaze 2D,Gaze 2D,Gaze 2D,Pupil,Pupil,Other,Distance,Distance,Capture,Capture,Capture,Capture,Validity,Validity
#Provided By,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz,Tobii X3 @120Hz
#Channel identifier,iMotions_Synchronization_Timestamp,Eventsource_Slideevents,SE_SlideEvent,SE_StimulusType,SE_Duration,SE_CollectionPhase,SE_SourceStimuliName,Eventsource_External_Events_API_(V0),Api_Markername,Api_Markerdescription,Api_Markertype,Api_Scenetype,Eventsource_External_Events_API_Itrace_Trackfileposition_(V1),Api_Path,Api_Line,Api_Col,Eventsource_Eyetracker_Tobii_X3_@120Hz,ET_Gaze_2D_ET_Gazeleftx,ET_Gaze_2D_ET_Gazelefty,ET_Gaze_2D_ET_Gazerightx,ET_Gaze_2D_ET_Gazerighty,ET_Pupil_ET_Pupilleft,ET_Pupil_ET_Pupilright,ET_Other_ET_Timesignal,ET_Distance_ET_Distanceleft,ET_Distance_ET_Distanceright,ET_Capture_ET_Cameraleftx,ET_Capture_ET_Cameralefty,ET_Capture_ET_Camerarightx,ET_Capture_ET_Camerarighty,ET_Validity_ET_Validityleft,ET_Validity_ET_Validityright
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row,Timestamp,EventSource,SlideEvent,StimType,Duration,CollectionPhase,SourceStimuliName,EventSource,MarkerName,MarkerDescription,MarkerType,SceneType,EventSource,Path,Line,Col,EventSource,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight
1,132.0021,1,StartSlide,TestImage,10000,StimuliDisplay,Instr_baseline,,,,,,,,,,,,,,,,,,,,,,,,,
2,133.9598,,,,,,,,,,,,,,,,1,1010,679,-1,-1,4.247100830078125,-1,149.96899999999732,625.9107666015625,-1,0.56718814373016357,0.46700584888458252,-1,-1,0,4
3,142.3567,,,,,,,,,,,,,,,,1,1024,690,1007,694,-1,-1,158.36500000000524,625.50006103515625,616.5892333984375,0.56723284721374512,0.46704685688018799,0.43445345759391785,0.48045015335083008,0,0
4,150.7062,,,,,,,,,,,,,,,,1,1029,691,1008,693,-1,-1,166.71600000000035,625.15087890625,616.5802001953125,0.5675579309463501,0.46712255477905273,0.43455564975738525,0.48039662837982178,0,0
5,158.9689,,,,,,,,,,,,,,,,1,1034,697,-1,-1,4.236083984375,-1,174.97900000000664,624.96600341796875,-1,0.56772732734680176,0.46714645624160767,-1,-1,0,4
6,167.2989,,,,,,,,,,,,,,,,1,1030,697,1004,692,-1,-1,183.30900000000838,624.52880859375,616.707763671875,0.56777459383010864,0.46720868349075317,0.43488490581512451,0.48044109344482422,0,0
7,175.6798,,,,,,,,,,,,,,,,1,1020,697,1001,694,-1,-1,191.68899999999849,624.20587158203125,616.8360595703125,0.5682031512260437,0.46738380193710327,0.43521526455879211,0.48046094179153442,0,0
8,183.9678,,,,,,,,,,,,,,,,1,1015,713,-1,-1,4.2439727783203125,-1,199.97900000000664,623.9638671875,-1,0.56892156600952148,0.46754124760627747,-1,-1,0,4
9,192.3149,,,,,,,,,,,,,,,,1,-1,-1,-1,-1,-1,-1,208.3240000000078,-1,-1,-1,-1,-1,-1,4,4
10,196.0004,1,StartMedia,TestImage,10000,StimuliDisplay,Instr_baseline,,,,,,,,,,,,,,,,,,,,,,,,,
11,200.6586,,,,,,,,,,,,,,,,1,902,716,965,695,-1,-1,216.66900000000896,623.28753662109375,619.0106201171875,0.57006728649139404,0.46786081790924072,0.43733346462249756,0.48070871829986572,0,0
12,208.9424,,,,,,,,,,,,,,,,1,655,747,-1,-1,4.2105712890625,-1,224.95300000000861,623.113525390625,-1,0.5703008770942688,0.46782052516937256,-1,-1,0,4
13,217.2951,,,,,,,,,,,,,,,,1,661,746,626,721,-1,-1,233.30500000000757,622.96197509765625,622.32769775390625,0.5703158974647522,0.46795952320098877,0.43740749359130859,0.48073199391365051,0,0
14,225.6156,,,,,,,,,,,,,,,,1,668,744,637,735,-1,-1,241.62600000000384,622.878662109375,623.02294921875,0.57065153121948242,0.46801057457923889,0.43751493096351624,0.48069912195205688,0,0
15,234.0224,,,,,,,,,,,,,,,,1,677,725,-1,-1,4.2140350341796875,-1,250.03300000001036,622.85662841796875,-1,0.5708814263343811,0.46800431609153748,-1,-1,0,4
16,242.2632,,,,,,,,,,,,,,,,1,677,725,643,716,-1,-1,258.27400000000489,622.73028564453125,623.58184814453125,0.57084459066390991,0.46810105443000793,0.43773800134658813,0.48067909479141235,0,0
17,250.6124,,,,,,,,,,,,,,,,1,665,726,638,713,-1,-1,266.62400000001071,622.7301025390625,623.66839599609375,0.57111465930938721,0.4681466817855835,0.43788880109786987,0.48061737418174744,0,0
18,258.9235,,,,,,,,,,,,,,,,1,685,744,-1,-1,4.1739044189453125,-1,274.93499999999767,622.83709716796875,-1,0.57137268781661987,0.46811506152153015,-1,-1,0,4
19,267.2858,,,,,,,,,,,,,,,,1,-1,-1,620,752,-1,-1,283.29700000000594,-1,623.95782470703125,-1,-1,0.43809807300567627,0.4806056022644043,4,0
20,275.5944,,,,,,,,,,,,,,,,1,678,732,630,759,-1,-1,291.60599999999977,622.828125,624.064208984375,0.57162225246429443,0.46827435493469238,0.43826940655708313,0.48057141900062561,0,0
21,283.9522,,,,,,,,,,,,,,,,1,678,724,-1,-1,4.1496734619140625,-1,299.96400000000722,622.8717041015625,-1,0.57183289527893066,0.46832573413848877,-1,-1,0,4
22,292.2535,,,,,,,,,,,,,,,,1,703,747,645,737,-1,-1,308.26600000000326,622.77728271484375,624.53619384765625,0.57174146175384521,0.46842193603515625,0.43846625089645386,0.48063868284225464,0,0
23,300.669,,,,,,,,,,,,,,,,1,680,718,649,719,-1,-1,316.68000000000757,622.716064453125,624.8360595703125,0.57205820083618164,0.46848869323730469,0.4386565089225769,0.48063042759895325,0,0
24,308.9908,,,,,,,,,,,,,,,,1,-1,-1,-1,-1,-1,-1,325.00400000000081,-1,-1,-1,-1,-1,-1,4,4
25,317.3131,,,,,,,,,,,,,,,,1,676,732,642,734,-1,-1,333.32700000000477,622.5924072265625,625.0859375,0.57219183444976807,0.46865031123161316,0.43883904814720154,0.48065710067749023,0,0
26,325.5912,,,,,,,,,,,,,,,,1,674,730,632,728,-1,-1,341.60400000000664,622.4521484375,625.3536376953125,0.57252675294876099,0.46867531538009644,0.43904775381088257,0.48065510392189026,0,0
27,333.9408,,,,,,,,,,,,,,,,1,675,742,-1,-1,4.0836334228515625,-1,349.9539999999979,622.36651611328125,-1,0.57274323701858521,0.46866896748542786,-1,-1,0,4
28,342.2771,,,,,,,,,,,,,,,,1,667,734,610,736,-1,-1,358.29000000000815,622.140380859375,625.79962158203125,0.57270783185958862,0.46875613927841187,0.43923503160476685,0.48059114813804626,0,0
29,350.6141,,,,,,,,,,,,,,,,1,668,738,629,719,-1,-1,366.62600000000384,621.93975830078125,626.0042724609375,0.57300114631652832,0.4687882661819458,0.43947070837020874,0.48049819469451904,0,0
30,358.9464,,,,,,,,,,,,,,,,1,664,735,-1,-1,4.0103302001953125,-1,374.9600000000064,621.76385498046875,-1,0.57326841354370117,0.46876657009124756,-1,-1,0,4
31,367.2468,,,,,,,,,,,,,,,,1,662,737,649,696,-1,-1,383.25699999999779,621.4647216796875,626.3035888671875,0.57327371835708618,0.46880823373794556,0.43971139192581177,0.48039752244949341,0,0
32,375.6308,,,,,,,,,,,,,,,,1,661,741,653,692,-1,-1,391.64500000000407,621.25238037109375,626.48724365234375,0.57363104820251465,0.46880176663398743,0.43996354937553406,0.48031401634216309,0,0
33,383.9526,,,,,,,,,,,,,,,,1,-1,-1,-1,-1,-1,-1,399.96500000001106,-1,-1,-1,-1,-1,-1,4,4
34,392.2708,,,,,,,,,,,,,,,,1,672,741,676,665,-1,-1,408.28399999999965,620.99273681640625,626.60211181640625,0.57369136810302734,0.46838396787643433,0.44026729464530945,0.4797198474407196,0,0
35,400.5842,,,,,,,,,,,,,,,,1,700,567,713,582,-1,-1,416.59799999999814,620.04022216796875,626.7232666015625,0.57387757301330566,0.46820858120918274,0.4406246542930603,0.47939658164978027,0,0
36,408.9344,,,,,,,,,,,,,,,,1,698,540,-1,-1,3.9197235107421875,-1,424.94700000000012,620.03741455078125,-1,0.57407015562057495,0.46817219257354736,-1,-1,0,4
37,417.2803,,,,,,,,,,,,,,,,1,-1,-1,-1,-1,-1,-1,433.29400000000896,-1,-1,-1,-1,-1,-1,4,4
38,425.6277,,,,,,,,,,,,,,,,1,708,531,706,571,-1,-1,441.64100000000326,619.91033935546875,627.2716064453125,0.57456141710281372,0.46833017468452454,0.44120895862579346,0.47926658391952515,0,0
39,433.9103,,,,,,,,,,,,,,,,1,714,533,-1,-1,3.8552398681640625,-1,449.92399999999907,620.12493896484375,-1,0.57486003637313843,0.46841511130332947,-1,-1,0,4
